Price (USD)
1013.568
586.212
127.632
181.188
69.264
89.424
34.02
86.544
21.06
81.828
550.596
62.124
61.224
28.068
286.056
79.476
621.804
471.852
319.932
24.612
63.48
71.304
792.756
575.112
641.28
83.928
62.112
28.068
446.928
99.18
393.24
85.632
75.072
75.888
438.924
32.676
358.044
48.672
738.996
118.548
77.4
53.952
28.068
850.572
684.2040000000001
46.992
95.124
617.484
55.956
74.328
49.032
38.136
41.4
41.976
62.148
58.908
89.10000000000001
595.356
198.624
941.94
49.98
130.68
105.588
620.484
49.788
156.384
394.308
88.944
63.48
69.876
742.476
724.38
395.076
20.568
53.952
170.856
68.736
66.3
619.14
27.948
747.0600000000001
395.076
28.92
54.708
749.376
32.4
621.828
69.66
138.096
53.004
74.244
715.788
62.136
724.38
89.976
29.784
78.12
148.89600000000002
96.276
133.548
98.064
85.092
75.828
157.236
493.416
41.976
677.712
168.888
50.556
89.84400000000001
50.748
510.252
52.404
118.848
71.52
78.024
121.164
684.972
845.172
21.456
638.508
658.092
180.204
178.404
265.824
93.204
620.364
104.328
24.6
724.7520000000001
117.576
72.18
28.92
29.568
28.032
1191.924
64.068
156.384
60.72
48.24
671.796
57.672
824.916
19.236
59.724
822.0840000000001
33.0
69.264
65.856
70.104
671.796
47.856
50.508
77.868
53.244
74.172
71.388
148.89600000000002
510.252
697.5
69.3
440.544
726.096
28.332
128.16
49.332
86.544
596.7
71.46000000000001
122.976
49.98
52.68
630.264
873.3960000000001
66.432
671.796
85.512
97.344
770.076
77.868
66.58800000000001
68.388
105.084
71.46000000000001
42.588
68.352
151.89600000000002
990.636
595.356
813.2280000000001
53.436
194.796
644.916
145.656
142.236
726.816
524.748
41.4
845.172
25.176
495.228
75.444
33.504
100.5
616.14
42.552
899.472
73.584
45.912
89.868
137.856
85.69200000000001
56.004
666.024
495.372
57.06
236.028
54.828
63.516
679.056
571.032
790.464
135.828
53.004
52.788
75.444
604.332
37.68
50.748
62.724
124.236
590.484
64.92
590.124
71.64
69.3
509.484
54.0
39.384
108.876
47.748
42.228
181.476
156.312
72.57600000000001
56.58
40.716
839.964
628.7040000000001
90.468
838.62
641.28
62.784
509.484
47.856
979.02
128.028
53.004
65.796
70.824
86.04
724.7520000000001
72.804
52.176
541.164
143.28
72.0
90.36
651.672
852.696
52.044
39.624
57.516
32.676
377.232
52.056
495.228
571.884
63.864
71.46000000000001
747.0600000000001
72.804
655.296
53.952
719.004
49.032
616.464
140.868
655.296
62.124
626.1
751.092
32.856
63.864
95.652
23.976
56.748000000000005
37.152
139.5
40.716
594.636
57.552
834.96
212.58
603.2520000000001
128.16
333.504
139.668
63.48
47.856
53.004
736.8480000000001
75.888
611.628
813.2280000000001
492.768
509.484
966.792
95.124
25.488
51.144
84.97200000000001
36.168
53.424
159.096
801.3480000000001
727.572
73.98
25.488
768.3000000000001
49.668
42.612
115.092
40.548
42.84
394.308
37.08
637.8240000000001
137.376
76.236
68.424
63.864
534.996
69.264
133.548
474.66
28.068
75.252
67.584
69.864
509.484
50.988
180.204
83.352
69.108
82.476
84.312
50.076
647.364
603.2520000000001
104.628
495.372
82.908
88.848
611.628
72.984
150.132
130.62
97.284
103.98
97.344
56.244
72.264
31.752
77.532
56.064
57.504
137.736
680.424
551.94
576.948
64.776
136.02
34.812
726.096
106.956
220.536
61.224
512.952
83.568
987.804
104.628
149.448
621.804
531.36
658.092
47.652
731.736
658.224
69.264
79.44
75.444
69.804
699.78
666.024
535.32
622.5
726.66
484.32
131.532
767.22
164.70000000000002
495.228
52.056
55.632
24.612
690.78
73.836
47.328
135.828
77.88
287.32800000000003
59.748000000000005
25.488
77.328
79.404
87.0
627.444
46.344
34.02
52.968
99.948
73.464
70.284
71.244
75.252
55.116
21.06
657.3240000000001
394.308
48.324
134.46
71.304
104.628
510.252
111.912
37.044
57.396
55.968
74.232
33.42
69.132
67.932
67.176
138.996
114.012
73.536
550.596
549.66
898.128
94.74
52.032
128.928
657.3240000000001
804.048
71.16
46.32
48.108
176.472
610.416
724.38
71.4
684.684
52.644
112.188
492.768
84.97200000000001
71.184
724.7520000000001
60.84
55.344
49.788
98.028
97.332
62.784
63.528
106.428
25.8
82.116
819.636
40.188
595.356
493.356
48.852
41.952
97.56
867.216
23.592
105.084
65.58
71.52
118.08
75.516
708.396
36.168
77.856
77.532
42.144
33.204
55.068
50.46
59.748000000000005
139.8
53.424
52.176
74.34
49.032
26.736
622.5
495.228
48.0
495.228
814.572
71.304
680.424
112.452
71.47200000000001
40.488
35.592
46.116
880.428
38.328
62.184000000000005
66.756
712.6560000000001
67.14
524.748
770.076
621.828
680.424
63.312000000000005
224.028
803.136
71.316
473.988
93.408
726.66
21.312
78.816
56.136
57.828
73.896
70.98
624.756
142.716
72.396
377.4
118.812
103.836
383.784
28.908
55.644
77.4
41.484
48.648
79.428
547.2
62.124
45.564
54.072
25.488
75.444
566.46
58.572
60.072
731.736
38.676
78.816
135.216
59.52
697.5
538.356
68.84400000000001
77.244
495.372
73.176
76.308
595.356
20.568
54.828
619.14
56.34
103.764
219.396
59.52
475.476
689.436
543.0840000000001
699.78
134.46
49.98
62.7
54.024
77.868
603.2520000000001
88.236
455.82
56.58
212.856
603.2520000000001
48.336
89.08800000000001
78.816
59.628
69.132
48.672
79.176
617.484
616.14
52.356
510.252
612.684
98.316
666.024
92.892
48.24
455.82
77.856
41.196
528.972
47.652
120.672
26.436
80.568
158.4
290.808
36.168
78.816
864.78
620.484
578.808
73.164
121.044
532.86
611.484
25.488
97.332
408.516
455.82
57.924
50.748
743.196
724.7520000000001
638.508
124.488
71.28
114.192
771.4200000000001
74.4
196.2
54.024
471.852
48.084
627.444
644.916
133.548
153.348
89.556
63.768
52.992
724.38
64.824
46.344
59.628
71.388
893.76
48.852
655.296
73.596
78.12
68.22
92.364
38.292
28.032
128.16
56.268
90.864
40.716
620.484
57.348
171.768
202.656
96.036
105.48
43.296
211.248
26.412
99.312
550.596
744.54
94.8
73.33200000000001
77.856
73.608
62.208
542.22
528.972
595.356
48.648
395.076
18.516
89.84400000000001
59.832
595.356
77.856
616.86
152.856
66.468
630.264
65.796
636.852
34.02
697.5
64.71600000000001
54.564
620.364
747.0600000000001
52.572
830.016
744.54
67.872
695.04
35.928
492.768
570.54
21.456
60.396
92.376
655.296
26.412
133.548
110.472
63.864
731.736
684.684
81.108
637.8240000000001
605.676
78.024
128.016
651.66
566.604
883.884
41.592
73.464
506.544
71.304
628.7040000000001
30.192
624.756
56.112
69.264
492.768
21.312
85.488
57.120000000000005
617.484
789.984
722.784
710.268
549.66
69.72
144.54
75.444
679.056
641.988
65.292
655.296
265.824
708.2520000000001
69.804
48.24
680.424
171.768
57.504
56.976
157.536
115.044
723.12
603.2520000000001
413.52
49.188
620.484
69.264
42.864
88.944
51.144
1016.028
760.8960000000001
52.284
29.568
32.4
69.0
133.548
53.424
769.356
73.956
79.968
335.712
38.1
744.54
72.57600000000001
24.888
48.828
71.44800000000001
495.768
131.544
620.484
57.396
36.168
71.388
56.064
627.444
46.26
695.904
68.64
46.992
113.088
75.768
95.784
50.988
119.856
44.484
892.38
475.476
61.26
54.0
157.068
51.408
28.332
72.24
769.356
36.072
551.94
40.716
731.736
531.36
684.972
172.38
708.396
90.9
658.7520000000001
25.488
106.968
86.544
71.46000000000001
27.312
53.004
75.732
164.808
87.084
109.08
77.868
32.496
51.528
72.984
617.484
44.124
66.888
548.316
790.464
697.5
248.208
541.7280000000001
40.716
59.628
48.084
509.088
45.768
67.92
74.34
43.956
47.76
136.596
56.064
183.744
196.692
142.8
495.372
771.4200000000001
75.288
495.372
60.084
71.388
71.244
93.648
52.548
248.208
594.636
249.12
102.66
47.904
77.496
183.96
804.048
427.032
33.78
28.068
21.312
97.296
56.064
132.048
622.5
1017.072
709.296
60.372
50.508
57.408
35.52
655.296
63.864
45.048
624.756
548.316
95.496
21.06
723.12
75.444
64.26
87.648
457.188
77.532
22.68
225.972
637.968
898.128
111.324
67.272
620.484
611.628
596.7
72.384
819.636
40.716
48.108
868.272
83.82000000000001
657.3240000000001
58.752
83.724
84.384
105.588
688.716
47.988
99.576
73.908
47.832
736.8480000000001
51.528
744.804
751.092
55.068
287.32800000000003
620.364
165.372
230.856
587.376
671.796
88.236
130.38
38.628
69.804
77.532
110.412
656.208
51.924
46.68
66.504
41.592
95.784
52.164
106.056
56.292
42.852
74.34
576.948
305.196
637.8240000000001
123.684
71.388
96.516
42.852
590.484
637.8240000000001
52.284
37.152
90.216
63.468
118.548
60.72
71.46000000000001
55.644
28.068
682.5360000000001
89.10000000000001
60.48
27.312
71.388
50.28
174.288
133.548
77.532
71.52
58.932
69.264
991.404
548.064
62.424
165.576
52.68
73.404
137.628
68.04
48.828
37.116
63.348
684.972
63.408
49.332
73.908
724.7520000000001
137.856
114.12
89.112
28.116
383.784
106.524
49.332
54.024
74.06400000000001
697.5
26.412
142.116
49.98
547.2
679.056
63.516
40.716
56.976
36.168
65.796
61.104
53.856
56.4
40.716
53.268
50.508
87.492
29.784
52.176
695.268
40.284
595.356
77.328
548.064
138.24
139.968
53.988
195.096
738.996
107.364
619.14
64.56
145.8
53.472
25.488
39.576
78.024
199.332
78.528
130.18800000000002
24.6
44.724
75.888
